Test Model,System,Round,Score Document,Score Reference,Score Reference Document
deepseek-r1-32b,scm,first,43,14,6
deepseek-r1-32b,scm,second,62,72,39
deepseek-r1-32b,scm,third,43,68,37
deepseek-r1-32b,citybus,first,30,11,24
deepseek-r1-32b,citybus,second,76,78,28
deepseek-r1-32b,citybus,third,57,25,62
deepseek-r1-32b,gps_imu,first,19,0,5
deepseek-r1-32b,gps_imu,second,49,98,81
deepseek-r1-32b,gps_imu,third,70,98,59
deepseek-r1-32b,rotor,first,27,9,19
deepseek-r1-32b,rotor,second,56,100,68
deepseek-r1-32b,rotor,third,0,88,7
deepseek-r1-32b,rigid_multipatches,first,21,13,10
deepseek-r1-32b,rigid_multipatches,second,88,17,55
deepseek-r1-32b,rigid_multipatches,third,67,65,37
deepseek-r1-32b,cable,first,9,49,19
deepseek-r1-32b,cable,second,60,95,63
deepseek-r1-32b,cable,third,40,92,30
deepseek-r1-32b,sensros,first,33,21,0
deepseek-r1-32b,sensros,second,70,2,57
deepseek-r1-32b,sensros,third,80,67,39
deepseek-r1-32b,scm_hill,first,51,26,54
deepseek-r1-32b,scm_hill,second,55,59,24
deepseek-r1-32b,scm_hill,third,18,63,14
deepseek-r1-32b,veh_app,first,43,50,6
deepseek-r1-32b,veh_app,second,55,54,50
deepseek-r1-32b,veh_app,third,68,73,64
deepseek-r1-32b,gear,first,20,9,4
deepseek-r1-32b,gear,second,69,81,88
deepseek-r1-32b,gear,third,60,81,75
deepseek-r1-32b,art,first,0,15,4
deepseek-r1-32b,art,second,73,97,37
deepseek-r1-32b,art,third,85,87,77
deepseek-r1-32b,man,first,46,23,12
deepseek-r1-32b,man,second,77,88,39
deepseek-r1-32b,man,third,77,17,78
deepseek-r1-32b,curiosity,first,21,5,4
deepseek-r1-32b,curiosity,second,60,80,81
deepseek-r1-32b,curiosity,third,35,53,61
deepseek-r1-32b,vehros,first,0,0,0
deepseek-r1-32b,vehros,second,69,56,55
deepseek-r1-32b,vehros,third,52,68,31
deepseek-r1-32b,uazbus,first,30,0,14
deepseek-r1-32b,uazbus,second,3,38,69
deepseek-r1-32b,uazbus,third,39,60,40
deepseek-r1-32b,handler,first,0,53,10
deepseek-r1-32b,handler,second,75,40,65
deepseek-r1-32b,handler,third,97,63,43
deepseek-r1-32b,beam,first,31,0,51
deepseek-r1-32b,beam,second,58,76,32
deepseek-r1-32b,beam,third,16,87,17
deepseek-r1-32b,particles,first,55,54,24
deepseek-r1-32b,particles,second,70,94,55
deepseek-r1-32b,particles,third,65,78,73
deepseek-r1-32b,m113,first,38,19,6
deepseek-r1-32b,m113,second,52,47,37
deepseek-r1-32b,m113,third,62,65,48
deepseek-r1-32b,sedan,first,25,0,6
deepseek-r1-32b,sedan,second,22,99,71
deepseek-r1-32b,sedan,third,41,22,42
deepseek-r1-32b,viper,first,29,40,51
deepseek-r1-32b,viper,second,76,92,67
deepseek-r1-32b,viper,third,47,65,67
deepseek-r1-32b,lidar,first,22,57,11
deepseek-r1-32b,lidar,second,44,66,34
deepseek-r1-32b,lidar,third,11,21,55
deepseek-r1-32b,rigid_highway,first,11,24,6
deepseek-r1-32b,rigid_highway,second,48,83,93
deepseek-r1-32b,rigid_highway,third,75,40,38
deepseek-r1-32b,pendulum,first,0,12,35
deepseek-r1-32b,pendulum,second,13,42,0
deepseek-r1-32b,pendulum,third,60,0,55
deepseek-r1-32b,hmmwv,first,5,48,0
deepseek-r1-32b,hmmwv,second,0,65,27
deepseek-r1-32b,hmmwv,third,31,0,73
deepseek-r1-32b,turtlebot,first,11,4,17
deepseek-r1-32b,turtlebot,second,30,62,30
deepseek-r1-32b,turtlebot,third,32,26,22
deepseek-r1-32b,mass_spring_damper,first,46,17,22
deepseek-r1-32b,mass_spring_damper,second,26,61,42
deepseek-r1-32b,mass_spring_damper,third,20,66,58
deepseek-r1-32b,tablecloth,first,25,24,5
deepseek-r1-32b,tablecloth,second,54,79,25
deepseek-r1-32b,tablecloth,third,17,45,75
deepseek-r1-32b,kraz,first,47,30,8
deepseek-r1-32b,kraz,second,60,47,24
deepseek-r1-32b,kraz,third,18,48,10
deepseek-r1-32b,camera,first,11,40,35
deepseek-r1-32b,camera,second,36,100,60
deepseek-r1-32b,camera,third,64,82,53
deepseek-r1-32b,buckling,first,17,60,40
deepseek-r1-32b,buckling,second,43,86,51
deepseek-r1-32b,buckling,third,23,47,54
deepseek-r1-32b,gator,first,0,17,6
deepseek-r1-32b,gator,second,26,30,24
deepseek-r1-32b,gator,third,53,39,27
deepseek-r1-32b,slider_crank,first,30,9,0
deepseek-r1-32b,slider_crank,second,72,91,35
deepseek-r1-32b,slider_crank,third,90,95,57
deepseek-r1-32b,feda,first,38,41,22
deepseek-r1-32b,feda,second,49,40,49
deepseek-r1-32b,feda,third,67,53,57
