Test Model,System,Round,Score Document,Score Reference,Score Reference Document
pe_llama-3.3-70b-instruct,scm,first,27,98,15
pe_llama-3.3-70b-instruct,scm,second,27,61,54
pe_llama-3.3-70b-instruct,scm,third,27,20,30
pe_llama-3.3-70b-instruct,citybus,first,37,0,0
pe_llama-3.3-70b-instruct,citybus,second,42,12,32
pe_llama-3.3-70b-instruct,citybus,third,83,52,67
pe_llama-3.3-70b-instruct,gps_imu,first,67,0,27
pe_llama-3.3-70b-instruct,gps_imu,second,12,29,57
pe_llama-3.3-70b-instruct,gps_imu,third,80,72,87
pe_llama-3.3-70b-instruct,rotor,first,47,10,15
pe_llama-3.3-70b-instruct,rotor,second,77,44,75
pe_llama-3.3-70b-instruct,rotor,third,74,29,54
pe_llama-3.3-70b-instruct,rigid_multipatches,first,69,0,17
pe_llama-3.3-70b-instruct,rigid_multipatches,second,28,12,37
pe_llama-3.3-70b-instruct,rigid_multipatches,third,24,48,62
pe_llama-3.3-70b-instruct,cable,first,47,32,10
pe_llama-3.3-70b-instruct,cable,second,77,80,95
pe_llama-3.3-70b-instruct,cable,third,78,12,52
pe_llama-3.3-70b-instruct,sensros,first,42,0,0
pe_llama-3.3-70b-instruct,sensros,second,16,39,57
pe_llama-3.3-70b-instruct,sensros,third,14,75,72
pe_llama-3.3-70b-instruct,scm_hill,first,59,27,22
pe_llama-3.3-70b-instruct,scm_hill,second,12,32,12
pe_llama-3.3-70b-instruct,scm_hill,third,44,54,62
pe_llama-3.3-70b-instruct,veh_app,first,29,20,27
pe_llama-3.3-70b-instruct,veh_app,second,12,40,50
pe_llama-3.3-70b-instruct,veh_app,third,12,49,59
pe_llama-3.3-70b-instruct,gear,first,68,17,34
pe_llama-3.3-70b-instruct,gear,second,62,83,94
pe_llama-3.3-70b-instruct,gear,third,32,59,87
pe_llama-3.3-70b-instruct,art,first,17,0,15
pe_llama-3.3-70b-instruct,art,second,44,90,90
pe_llama-3.3-70b-instruct,art,third,52,85,83
pe_llama-3.3-70b-instruct,man,first,14,0,20
pe_llama-3.3-70b-instruct,man,second,27,59,32
pe_llama-3.3-70b-instruct,man,third,39,17,32
pe_llama-3.3-70b-instruct,curiosity,first,64,9,7
pe_llama-3.3-70b-instruct,curiosity,second,85,50,62
pe_llama-3.3-70b-instruct,curiosity,third,85,59,39
pe_llama-3.3-70b-instruct,vehros,first,30,0,15
pe_llama-3.3-70b-instruct,vehros,second,12,35,27
pe_llama-3.3-70b-instruct,vehros,third,52,37,42
pe_llama-3.3-70b-instruct,uazbus,first,74,25,27
pe_llama-3.3-70b-instruct,uazbus,second,27,60,80
pe_llama-3.3-70b-instruct,uazbus,third,17,32,37
pe_llama-3.3-70b-instruct,handler,first,30,0,27
pe_llama-3.3-70b-instruct,handler,second,70,75,70
pe_llama-3.3-70b-instruct,handler,third,87,30,12
pe_llama-3.3-70b-instruct,beam,first,87,25,0
pe_llama-3.3-70b-instruct,beam,second,12,72,67
pe_llama-3.3-70b-instruct,beam,third,54,73,72
pe_llama-3.3-70b-instruct,particles,first,52,12,32
pe_llama-3.3-70b-instruct,particles,second,83,63,67
pe_llama-3.3-70b-instruct,particles,third,47,23,42
pe_llama-3.3-70b-instruct,m113,first,37,0,12
pe_llama-3.3-70b-instruct,m113,second,7,12,29
pe_llama-3.3-70b-instruct,sedan,first,34,100,27
pe_llama-3.3-70b-instruct,sedan,second,27,25,30
pe_llama-3.3-70b-instruct,sedan,third,27,25,25
pe_llama-3.3-70b-instruct,viper,first,72,2,22
pe_llama-3.3-70b-instruct,viper,second,82,69,77
pe_llama-3.3-70b-instruct,viper,third,32,32,39
pe_llama-3.3-70b-instruct,lidar,first,88,27,20
pe_llama-3.3-70b-instruct,lidar,second,60,42,25
pe_llama-3.3-70b-instruct,lidar,third,52,10,10
pe_llama-3.3-70b-instruct,rigid_highway,first,59,17,25
pe_llama-3.3-70b-instruct,rigid_highway,second,32,42,44
pe_llama-3.3-70b-instruct,rigid_highway,third,12,80,72
pe_llama-3.3-70b-instruct,pendulum,first,77,25,27
pe_llama-3.3-70b-instruct,pendulum,second,54,47,47
pe_llama-3.3-70b-instruct,pendulum,third,27,15,25
pe_llama-3.3-70b-instruct,hmmwv,first,84,0,17
pe_llama-3.3-70b-instruct,hmmwv,second,55,27,7
pe_llama-3.3-70b-instruct,hmmwv,third,78,30,57
pe_llama-3.3-70b-instruct,turtlebot,first,59,30,27
pe_llama-3.3-70b-instruct,turtlebot,second,86,59,77
pe_llama-3.3-70b-instruct,turtlebot,third,27,17,14
pe_llama-3.3-70b-instruct,mass_spring_damper,first,29,25,12
pe_llama-3.3-70b-instruct,mass_spring_damper,second,54,55,64
pe_llama-3.3-70b-instruct,mass_spring_damper,third,57,59,43
pe_llama-3.3-70b-instruct,tablecloth,first,54,12,0
pe_llama-3.3-70b-instruct,tablecloth,second,84,61,46
pe_llama-3.3-70b-instruct,tablecloth,third,90,57,65
pe_llama-3.3-70b-instruct,kraz,first,72,25,17
pe_llama-3.3-70b-instruct,kraz,second,24,65,72
pe_llama-3.3-70b-instruct,kraz,third,57,0,25
pe_llama-3.3-70b-instruct,camera,first,47,0,32
pe_llama-3.3-70b-instruct,camera,second,42,57,54
pe_llama-3.3-70b-instruct,camera,third,32,12,14
pe_llama-3.3-70b-instruct,buckling,first,90,12,27
pe_llama-3.3-70b-instruct,buckling,second,58,69,69
pe_llama-3.3-70b-instruct,buckling,third,64,7,52
pe_llama-3.3-70b-instruct,gator,first,57,0,27
pe_llama-3.3-70b-instruct,gator,second,12,17,27
pe_llama-3.3-70b-instruct,gator,third,49,73,67
pe_llama-3.3-70b-instruct,slider_crank,first,59,27,29
pe_llama-3.3-70b-instruct,slider_crank,second,69,52,54
pe_llama-3.3-70b-instruct,slider_crank,third,59,72,67
pe_llama-3.3-70b-instruct,feda,first,27,7,15
pe_llama-3.3-70b-instruct,feda,second,12,14,34
pe_llama-3.3-70b-instruct,feda,third,52,25,27
pe_deepseek-r1-32b,scm,first,12,27,25
pe_deepseek-r1-32b,scm,second,12,22,41
pe_deepseek-r1-32b,scm,third,19,32,12
pe_deepseek-r1-32b,citybus,first,37,0,29
pe_deepseek-r1-32b,citybus,second,12,67,72
pe_deepseek-r1-32b,citybus,third,44,65,62
pe_deepseek-r1-32b,gps_imu,first,28,0,12
pe_deepseek-r1-32b,gps_imu,second,27,39,32
pe_deepseek-r1-32b,gps_imu,third,27,73,84
pe_deepseek-r1-32b,rotor,first,40,10,17
pe_deepseek-r1-32b,rotor,second,60,95,80
pe_deepseek-r1-32b,rotor,third,80,45,64
pe_deepseek-r1-32b,rigid_multipatches,first,52,7,15
pe_deepseek-r1-32b,rigid_multipatches,second,15,39,32
pe_deepseek-r1-32b,rigid_multipatches,third,19,67,69
pe_deepseek-r1-32b,cable,first,37,0,22
pe_deepseek-r1-32b,cable,second,82,78,73
pe_deepseek-r1-32b,cable,third,62,37,37
pe_deepseek-r1-32b,sensros,first,88,27,32
pe_deepseek-r1-32b,sensros,second,12,52,59
pe_deepseek-r1-32b,sensros,third,59,32,35
pe_deepseek-r1-32b,scm_hill,first,52,27,10
pe_deepseek-r1-32b,scm_hill,second,12,27,30
pe_deepseek-r1-32b,scm_hill,third,59,54,37
pe_deepseek-r1-32b,veh_app,first,45,25,15
pe_deepseek-r1-32b,veh_app,second,37,12,12
pe_deepseek-r1-32b,veh_app,third,7,12,47
pe_deepseek-r1-32b,gear,first,39,12,32
pe_deepseek-r1-32b,gear,second,67,85,85
pe_deepseek-r1-32b,gear,third,49,54,59
pe_deepseek-r1-32b,art,first,84,27,25
pe_deepseek-r1-32b,art,second,49,57,74
pe_deepseek-r1-32b,man,first,64,32,27
pe_deepseek-r1-32b,man,second,12,53,78
pe_deepseek-r1-32b,man,third,42,27,52
pe_deepseek-r1-32b,curiosity,first,88,0,17
pe_deepseek-r1-32b,curiosity,second,27,54,54
pe_deepseek-r1-32b,curiosity,third,84,39,37
pe_deepseek-r1-32b,vehros,first,30,0,15
pe_deepseek-r1-32b,vehros,second,19,62,62
