Test Model,System,Round,Score Document,Score Reference,Score Reference Document
sft-task-8b-3155230,art,first,15.0,15.0,10.0
sft-task-8b-3155230,art,second,69.0,90.0,84.0
sft-task-8b-3155230,art,third,39.0,95.0,90.0
sft-task-8b-3155230,beam,first,59.0,44.0,54.0
sft-task-8b-3155230,beam,second,62.0,63.0,59.0
sft-task-8b-3155230,beam,third,64.0,73.0,72.0
sft-task-8b-3155230,buckling,first,49.0,32.0,34.0
sft-task-8b-3155230,buckling,second,69.0,72.0,69.0
sft-task-8b-3155230,buckling,third,69.0,49.0,39.0
sft-task-8b-3155230,cable,first,64.0,17.0,34.0
sft-task-8b-3155230,cable,second,73.0,82.0,72.0
sft-task-8b-3155230,cable,third,72.0,44.0,59.0
sft-task-8b-3155230,camera,first,62.0,52.0,62.0
sft-task-8b-3155230,camera,second,62.0,63.0,53.0
sft-task-8b-3155230,camera,third,37.0,57.0,57.0
sft-task-8b-3155230,citybus,first,10.0,10.0,20.0
sft-task-8b-3155230,citybus,second,59.0,74.0,73.0
sft-task-8b-3155230,citybus,third,64.0,70.0,78.0
sft-task-8b-3155230,curiosity,first,24.0,30.0,57.0
sft-task-8b-3155230,curiosity,second,64.0,77.0,62.0
sft-task-8b-3155230,curiosity,third,65.0,63.0,64.0
sft-task-8b-3155230,feda,first,59.0,9.0,44.0
sft-task-8b-3155230,feda,second,63.0,54.0,54.0
sft-task-8b-3155230,feda,third,54.0,59.0,42.0
sft-task-8b-3155230,gator,first,54.0,59.0,60.0
sft-task-8b-3155230,gator,second,68.0,64.0,67.0
sft-task-8b-3155230,gator,third,73.0,95.0,64.0
sft-task-8b-3155230,gear,first,54.0,39.0,54.0
sft-task-8b-3155230,gear,second,77.0,85.0,78.0
sft-task-8b-3155230,gear,third,64.0,62.0,59.0
sft-task-8b-3155230,gps_imu,first,62.0,32.0,35.0
sft-task-8b-3155230,gps_imu,second,80.0,63.0,83.0
sft-task-8b-3155230,gps_imu,third,91.0,82.0,79.0
sft-task-8b-3155230,handler,first,10.0,45.0,10.0
sft-task-8b-3155230,handler,second,62.0,78.0,55.0
sft-task-8b-3155230,handler,third,77.0,52.0,59.0
sft-task-8b-3155230,hmmwv,first,74.0,59.0,42.0
sft-task-8b-3155230,hmmwv,second,63.0,59.0,59.0
sft-task-8b-3155230,hmmwv,third,54.0,64.0,54.0
sft-task-8b-3155230,kraz,first,15.0,15.0,10.0
sft-task-8b-3155230,kraz,second,34.0,62.0,57.0
