Test Model,System,Round,Score Document,Score Reference,Score Reference Document
sft-task-8b-lr2x-3155498,art,first,59.0,32.0,54.0
sft-task-8b-lr2x-3155498,art,second,32.0,90.0,75.0
sft-task-8b-lr2x-3155498,art,third,24.0,95.0,86.0
sft-task-8b-lr2x-3155498,beam,first,59.0,52.0,54.0
sft-task-8b-lr2x-3155498,beam,second,70.0,59.0,59.0
sft-task-8b-lr2x-3155498,beam,third,64.0,78.0,67.0
sft-task-8b-lr2x-3155498,buckling,first,50.0,55.0,57.0
sft-task-8b-lr2x-3155498,buckling,second,64.0,72.0,69.0
sft-task-8b-lr2x-3155498,buckling,third,69.0,49.0,44.0
sft-task-8b-lr2x-3155498,cable,first,30.0,55.0,2.0
sft-task-8b-lr2x-3155498,cable,second,68.0,70.0,64.0
sft-task-8b-lr2x-3155498,cable,third,49.0,37.0,55.0
sft-task-8b-lr2x-3155498,camera,first,22.0,0.0,0.0
sft-task-8b-lr2x-3155498,camera,second,55.0,72.0,57.0
sft-task-8b-lr2x-3155498,camera,third,55.0,34.0,47.0
sft-task-8b-lr2x-3155498,citybus,first,62.0,32.0,30.0
sft-task-8b-lr2x-3155498,citybus,second,55.0,67.0,59.0
sft-task-8b-lr2x-3155498,citybus,third,64.0,75.0,70.0
sft-task-8b-lr2x-3155498,curiosity,first,57.0,37.0,37.0
sft-task-8b-lr2x-3155498,curiosity,second,64.0,73.0,68.0
sft-task-8b-lr2x-3155498,curiosity,third,64.0,64.0,59.0
sft-task-8b-lr2x-3155498,feda,first,5.0,20.0,10.0
sft-task-8b-lr2x-3155498,feda,second,55.0,62.0,77.0
sft-task-8b-lr2x-3155498,feda,third,54.0,59.0,34.0
sft-task-8b-lr2x-3155498,gator,first,25.0,5.0,5.0
sft-task-8b-lr2x-3155498,gator,second,64.0,64.0,64.0
sft-task-8b-lr2x-3155498,gator,third,57.0,95.0,88.0
sft-task-8b-lr2x-3155498,gear,first,44.0,34.0,44.0
sft-task-8b-lr2x-3155498,gear,second,59.0,78.0,77.0
sft-task-8b-lr2x-3155498,gear,third,64.0,57.0,37.0
sft-task-8b-lr2x-3155498,gps_imu,first,69.0,57.0,42.0
sft-task-8b-lr2x-3155498,gps_imu,second,78.0,69.0,73.0
sft-task-8b-lr2x-3155498,gps_imu,third,69.0,77.0,59.0
sft-task-8b-lr2x-3155498,handler,first,52.0,32.0,20.0
sft-task-8b-lr2x-3155498,handler,second,62.0,77.0,60.0
sft-task-8b-lr2x-3155498,handler,third,77.0,39.0,57.0
sft-task-8b-lr2x-3155498,hmmwv,first,55.0,50.0,30.0
sft-task-8b-lr2x-3155498,hmmwv,second,60.0,32.0,52.0
sft-task-8b-lr2x-3155498,hmmwv,third,64.0,57.0,27.0
sft-task-8b-lr2x-3155498,kraz,first,88.0,14.0,0.0
sft-task-8b-lr2x-3155498,kraz,second,64.0,58.0,64.0
sft-task-8b-lr2x-3155498,kraz,third,49.0,64.0,65.0
sft-task-8b-lr2x-3155498,lidar,first,5.0,5.0,2.0
sft-task-8b-lr2x-3155498,lidar,second,32.0,57.0,59.0
sft-task-8b-lr2x-3155498,lidar,third,52.0,17.0,19.0
sft-task-8b-lr2x-3155498,m113,first,65.0,17.0,2.0
sft-task-8b-lr2x-3155498,m113,second,57.0,27.0,35.0
sft-task-8b-lr2x-3155498,m113,third,44.0,63.0,69.0
sft-task-8b-lr2x-3155498,man,first,52.0,25.0,22.0
sft-task-8b-lr2x-3155498,man,second,43.0,59.0,54.0
sft-task-8b-lr2x-3155498,man,third,64.0,64.0,44.0
sft-task-8b-lr2x-3155498,mass_spring_damper,first,64.0,54.0,44.0
sft-task-8b-lr2x-3155498,mass_spring_damper,second,54.0,45.0,44.0
sft-task-8b-lr2x-3155498,mass_spring_damper,third,59.0,33.0,58.0
sft-task-8b-lr2x-3155498,particles,first,42.0,52.0,57.0
sft-task-8b-lr2x-3155498,particles,second,52.0,53.0,57.0
sft-task-8b-lr2x-3155498,particles,third,58.0,57.0,57.0
sft-task-8b-lr2x-3155498,pendulum,first,77.0,54.0,42.0
sft-task-8b-lr2x-3155498,pendulum,second,59.0,47.0,30.0
sft-task-8b-lr2x-3155498,pendulum,third,68.0,73.0,63.0
sft-task-8b-lr2x-3155498,rigid_highway,first,59.0,22.0,17.0
sft-task-8b-lr2x-3155498,rigid_highway,second,59.0,77.0,69.0
sft-task-8b-lr2x-3155498,rigid_highway,third,55.0,80.0,72.0
