Test Model,System,Round,Score Document,Score Reference,Score Reference Document
llama4-109b-lora1,scm,first,17,25,14
llama4-109b-lora1,scm,second,70,93,75
llama4-109b-lora1,scm,third,63,59,15
llama4-109b-lora1,citybus,first,18,49,54
llama4-109b-lora1,citybus,second,45,85,65
llama4-109b-lora1,citybus,third,77,65,68
llama4-109b-lora1,gps_imu,first,59,57,29
llama4-109b-lora1,gps_imu,second,94,25,57
llama4-109b-lora1,gps_imu,third,59,40,82
llama4-109b-lora1,rotor,first,0,22,56
llama4-109b-lora1,rotor,second,75,100,100
llama4-109b-lora1,rotor,third,56,40,60
llama4-109b-lora1,rigid_multipatches,first,13,41,37
llama4-109b-lora1,rigid_multipatches,second,34,83,12
llama4-109b-lora1,rigid_multipatches,third,36,25,58
llama4-109b-lora1,cable,first,5,65,59
llama4-109b-lora1,cable,second,40,100,86
llama4-109b-lora1,cable,third,38,73,68
llama4-109b-lora1,sensros,first,19,9,13
llama4-109b-lora1,sensros,second,28,85,54
llama4-109b-lora1,sensros,third,20,95,45
llama4-109b-lora1,scm_hill,first,4,63,53
llama4-109b-lora1,scm_hill,second,39,63,19
llama4-109b-lora1,scm_hill,third,38,68,87
llama4-109b-lora1,veh_app,first,0,69,16
llama4-109b-lora1,veh_app,second,73,38,29
llama4-109b-lora1,veh_app,third,4,92,27
llama4-109b-lora1,gear,first,24,31,17
llama4-109b-lora1,gear,second,32,55,42
llama4-109b-lora1,gear,third,14,63,51
llama4-109b-lora1,art,first,24,22,16
llama4-109b-lora1,art,second,75,40,51
llama4-109b-lora1,art,third,61,30,73
llama4-109b-lora1,man,first,20,13,14
llama4-109b-lora1,man,second,49,79,58
llama4-109b-lora1,man,third,78,59,54
llama4-109b-lora1,curiosity,first,41,23,11
llama4-109b-lora1,curiosity,second,75,70,73
llama4-109b-lora1,curiosity,third,73,68,66
llama4-109b-lora1,vehros,first,18,3,57
llama4-109b-lora1,vehros,second,23,76,27
llama4-109b-lora1,vehros,third,81,67,26
llama4-109b-lora1,uazbus,first,19,0,4
llama4-109b-lora1,uazbus,second,75,13,30
llama4-109b-lora1,uazbus,third,78,80,58
llama4-109b-lora1,handler,first,15,42,5
llama4-109b-lora1,handler,second,59,92,69
llama4-109b-lora1,handler,third,52,64,59
llama4-109b-lora1,beam,first,21,4,25
llama4-109b-lora1,beam,second,29,87,25
llama4-109b-lora1,beam,third,29,85,16
llama4-109b-lora1,particles,first,19,16,22
llama4-109b-lora1,particles,second,9,96,94
llama4-109b-lora1,particles,third,85,38,65
llama4-109b-lora1,m113,first,56,35,14
llama4-109b-lora1,m113,second,26,68,64
llama4-109b-lora1,m113,third,1,28,79
llama4-109b-lora1,sedan,first,22,12,50
llama4-109b-lora1,sedan,second,70,65,52
llama4-109b-lora1,sedan,third,68,60,23
llama4-109b-lora1,viper,first,25,37,56
llama4-109b-lora1,viper,second,30,98,63
llama4-109b-lora1,viper,third,70,68,45
llama4-109b-lora1,lidar,first,83,13,3
llama4-109b-lora1,lidar,second,1,32,12
llama4-109b-lora1,lidar,third,15,16,52
llama4-109b-lora1,rigid_highway,first,70,17,20
llama4-109b-lora1,rigid_highway,second,74,87,91
llama4-109b-lora1,rigid_highway,third,64,96,68
llama4-109b-lora1,pendulum,first,56,30,20
llama4-109b-lora1,pendulum,second,46,37,71
llama4-109b-lora1,pendulum,third,38,33,67
llama4-109b-lora1,hmmwv,first,70,0,39
llama4-109b-lora1,hmmwv,second,76,81,18
llama4-109b-lora1,hmmwv,third,63,33,13
llama4-109b-lora1,turtlebot,first,37,56,29
llama4-109b-lora1,turtlebot,second,69,80,63
llama4-109b-lora1,turtlebot,third,64,19,33
llama4-109b-lora1,mass_spring_damper,first,6,26,27
llama4-109b-lora1,mass_spring_damper,second,25,4,38
llama4-109b-lora1,mass_spring_damper,third,30,58,54
llama4-109b-lora1,tablecloth,first,70,27,37
llama4-109b-lora1,tablecloth,second,22,70,36
llama4-109b-lora1,tablecloth,third,53,48,51
llama4-109b-lora1,kraz,first,40,65,54
llama4-109b-lora1,kraz,second,64,43,60
llama4-109b-lora1,kraz,third,33,48,19
llama4-109b-lora1,camera,first,33,20,4
llama4-109b-lora1,camera,second,60,79,23
llama4-109b-lora1,camera,third,2,69,27
llama4-109b-lora1,buckling,first,17,0,0
llama4-109b-lora1,buckling,second,39,60,33
llama4-109b-lora1,buckling,third,3,26,31
llama4-109b-lora1,gator,first,65,59,16
llama4-109b-lora1,gator,second,81,23,40
llama4-109b-lora1,gator,third,76,38,55
llama4-109b-lora1,slider_crank,first,54,62,55
llama4-109b-lora1,slider_crank,second,31,50,65
llama4-109b-lora1,slider_crank,third,54,70,42
llama4-109b-lora1,feda,first,62,59,57
llama4-109b-lora1,feda,second,72,77,82
llama4-109b-lora1,feda,third,66,69,57
