Test Model,System,Round,Score Document,Score Reference,Score Reference Document
phi-3-mini-128k-instruct,scm,first,10,12,0
phi-3-mini-128k-instruct,scm,second,0,0,54
phi-3-mini-128k-instruct,scm,third,50,59,42
phi-3-mini-128k-instruct,citybus,first,0,15,18
phi-3-mini-128k-instruct,citybus,second,55,82,72
phi-3-mini-128k-instruct,citybus,third,39,76,70
phi-3-mini-128k-instruct,gps_imu,first,32,0,12
phi-3-mini-128k-instruct,gps_imu,second,0,64,64
phi-3-mini-128k-instruct,gps_imu,third,67,55,44
phi-3-mini-128k-instruct,rotor,first,27,20,54
phi-3-mini-128k-instruct,rotor,second,29,52,57
phi-3-mini-128k-instruct,rotor,third,0,75,61
phi-3-mini-128k-instruct,rigid_multipatches,first,18,22,8
phi-3-mini-128k-instruct,rigid_multipatches,second,48,66,52
phi-3-mini-128k-instruct,rigid_multipatches,third,60,93,35
phi-3-mini-128k-instruct,cable,first,0,57,12
phi-3-mini-128k-instruct,cable,second,64,65,59
phi-3-mini-128k-instruct,cable,third,59,0,32
phi-3-mini-128k-instruct,sensros,first,35,0,0
phi-3-mini-128k-instruct,sensros,second,14,63,73
phi-3-mini-128k-instruct,sensros,third,37,47,57
phi-3-mini-128k-instruct,scm_hill,first,0,48,15
phi-3-mini-128k-instruct,scm_hill,second,9,67,37
phi-3-mini-128k-instruct,scm_hill,third,68,58,24
phi-3-mini-128k-instruct,veh_app,first,4,44,4
phi-3-mini-128k-instruct,veh_app,second,13,12,35
phi-3-mini-128k-instruct,veh_app,third,0,45,12
phi-3-mini-128k-instruct,gear,first,0,20,9
phi-3-mini-128k-instruct,gear,second,41,58,6
phi-3-mini-128k-instruct,gear,third,55,35,7
phi-3-mini-128k-instruct,art,first,21,29,22
phi-3-mini-128k-instruct,art,second,80,80,54
phi-3-mini-128k-instruct,art,third,71,30,70
phi-3-mini-128k-instruct,man,first,8,10,7
phi-3-mini-128k-instruct,man,second,80,80,60
phi-3-mini-128k-instruct,man,third,45,22,24
phi-3-mini-128k-instruct,curiosity,first,9,7,47
phi-3-mini-128k-instruct,curiosity,second,80,38,67
phi-3-mini-128k-instruct,curiosity,third,3,68,68
phi-3-mini-128k-instruct,vehros,first,4,7,0
phi-3-mini-128k-instruct,vehros,second,48,53,34
phi-3-mini-128k-instruct,vehros,third,51,53,59
phi-3-mini-128k-instruct,uazbus,first,0,22,0
phi-3-mini-128k-instruct,uazbus,second,38,63,29
phi-3-mini-128k-instruct,uazbus,third,45,5,37
phi-3-mini-128k-instruct,handler,first,37,58,8
phi-3-mini-128k-instruct,handler,second,66,38,58
phi-3-mini-128k-instruct,handler,third,58,51,15
phi-3-mini-128k-instruct,beam,first,19,60,69
phi-3-mini-128k-instruct,beam,second,25,18,16
phi-3-mini-128k-instruct,beam,third,0,96,37
phi-3-mini-128k-instruct,particles,first,18,1,12
phi-3-mini-128k-instruct,particles,second,26,93,57
phi-3-mini-128k-instruct,particles,third,79,86,57
phi-3-mini-128k-instruct,m113,first,0,9,0
phi-3-mini-128k-instruct,m113,second,75,83,22
phi-3-mini-128k-instruct,m113,third,63,81,37
phi-3-mini-128k-instruct,sedan,first,0,55,3
phi-3-mini-128k-instruct,sedan,second,51,66,33
phi-3-mini-128k-instruct,sedan,third,15,53,38
phi-3-mini-128k-instruct,viper,first,21,47,26
phi-3-mini-128k-instruct,viper,second,46,59,48
phi-3-mini-128k-instruct,viper,third,85,69,61
phi-3-mini-128k-instruct,lidar,first,0,13,19
phi-3-mini-128k-instruct,lidar,second,0,14,5
phi-3-mini-128k-instruct,lidar,third,-69,47,12
phi-3-mini-128k-instruct,rigid_highway,first,10,20,6
phi-3-mini-128k-instruct,rigid_highway,second,78,70,2
phi-3-mini-128k-instruct,rigid_highway,third,95,40,5
phi-3-mini-128k-instruct,pendulum,first,13,17,6
phi-3-mini-128k-instruct,pendulum,second,45,68,49
phi-3-mini-128k-instruct,pendulum,third,29,66,64
phi-3-mini-128k-instruct,hmmwv,first,0,49,12
phi-3-mini-128k-instruct,hmmwv,second,58,82,64
phi-3-mini-128k-instruct,hmmwv,third,17,61,13
phi-3-mini-128k-instruct,turtlebot,first,5,0,45
phi-3-mini-128k-instruct,turtlebot,second,61,59,53
phi-3-mini-128k-instruct,turtlebot,third,12,42,10
phi-3-mini-128k-instruct,mass_spring_damper,first,48,0,23
phi-3-mini-128k-instruct,mass_spring_damper,second,28,51,57
phi-3-mini-128k-instruct,mass_spring_damper,third,73,70,70
phi-3-mini-128k-instruct,tablecloth,first,0,47,7
phi-3-mini-128k-instruct,tablecloth,second,22,69,64
phi-3-mini-128k-instruct,tablecloth,third,39,54,0
phi-3-mini-128k-instruct,kraz,first,0,47,0
phi-3-mini-128k-instruct,kraz,second,45,82,48
phi-3-mini-128k-instruct,kraz,third,24,30,8
phi-3-mini-128k-instruct,camera,first,16,48,2
phi-3-mini-128k-instruct,camera,second,39,54,52
phi-3-mini-128k-instruct,camera,third,45,42,2
phi-3-mini-128k-instruct,buckling,first,28,20,10
phi-3-mini-128k-instruct,buckling,second,0,12,47
phi-3-mini-128k-instruct,buckling,third,11,28,51
phi-3-mini-128k-instruct,gator,first,13,14,17
phi-3-mini-128k-instruct,gator,second,41,59,18
phi-3-mini-128k-instruct,gator,third,64,92,64
phi-3-mini-128k-instruct,slider_crank,first,15,21,51
phi-3-mini-128k-instruct,slider_crank,second,34,60,59
phi-3-mini-128k-instruct,slider_crank,third,53,100,62
phi-3-mini-128k-instruct,feda,first,26,16,51
phi-3-mini-128k-instruct,feda,second,55,72,7
phi-3-mini-128k-instruct,feda,third,42,27,55
