model,system,round,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score,rouge1,rouge2,rougeL,rougeLsum
deepseek-r1,art,round_1,0.3121610979975586,0.09392688679743427,0.10590296731006857,0.7700534759358288,0.27876106194690264,0.5207100591715976,0.27893175074183973,0.3757396449704142,0.5177514792899409
deepseek-r1,art,round_2,0.9648591650789986,0.9357294901601806,0.937076154113033,0.9866310160427807,1.0,1.0,1.0,1.0,1.0
deepseek-r1,art,round_3,0.9671412151927429,0.9776547270112962,0.9776547270112962,0.9973262032085561,0.915929203539823,1.0,0.9922879177377892,0.9846153846153847,1.0
deepseek-r1,feda,round_1,0.2819008980453679,0.06975433478178075,0.08528628565204732,0.7079889807162535,0.2645739910313901,0.6287519747235387,0.3866877971473851,0.43285939968404424,0.6255924170616114
deepseek-r1,feda,round_2,0.8319907591026386,0.7275867182475934,0.8259273752929652,0.9368421052631579,0.8376068376068376,0.8873072360616844,0.8442330558858502,0.8588374851720046,0.8849347568208777
deepseek-r1,feda,round_3,0.6446897028599656,0.6636723758383294,0.6694965035615975,0.9112050739957717,0.334384858044164,0.8479087452471482,0.777142857142857,0.7338403041825096,0.8460076045627377
deepseek-r1,sedan,round_1,0.30052588849833817,0.12313146444305244,0.1394198868325673,0.7404371584699454,0.19911504424778761,0.6231884057971014,0.39825581395348836,0.3536231884057971,0.6231884057971014
deepseek-r1,sedan,round_2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek-r1,sedan,round_3,0.5133311158731724,0.43744241596087324,0.4442818925531262,0.8853932584269663,0.28620689655172415,0.8102345415778252,0.6773504273504274,0.6588486140724947,0.8102345415778252
deepseek-r1,uazbus,round_1,0.2874309857067486,0.0873313498052829,0.10814979817557374,0.7300275482093664,0.2242152466367713,0.6312399355877616,0.4394184168012924,0.3864734299516908,0.6312399355877616
deepseek-r1,uazbus,round_2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek-r1,uazbus,round_3,0.8167733265819118,0.7748653531241548,0.7802215115954764,0.9529702970297029,0.7590361445783133,0.8967971530249109,0.8585017835909631,0.8137603795966786,0.8967971530249109
deepseek-r1,rigid_highway,round_1,0.2837231719933898,0.05722231453159403,0.07713561408367645,0.7610389610389611,0.23949579831932774,0.5333333333333333,0.29860031104199064,0.32868217054263565,0.5333333333333333
deepseek-r1,rigid_highway,round_2,0.8487969531193992,0.7705681288617905,0.8469746182009567,0.9784172661870504,0.7992277992277992,0.9365750528541226,0.9258474576271187,0.9365750528541226,0.9365750528541226
deepseek-r1,rigid_highway,round_3,0.8990917108293234,0.9373453128886148,0.9388166123958919,0.9825,0.7377049180327869,0.9794933655006032,0.9649334945586457,0.97708082026538,0.9794933655006032
