model,system,round,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score,rouge1,rouge2,rougeL,rougeLsum
gemma-2-2b-it,cable,round_1,0.2402019387458852,0.015789844408322,0.0196027145370236,0.6200716845878136,0.3053435114503817,0.2270270270270269,0.0706521739130434,0.1783783783783784,0.2270270270270269
gemma-2-2b-it,cable,round_2,0.9626979741708436,0.923728110110296,0.9270637865730788,1.0,1.0,1.0,1.0,1.0,1.0
gemma-2-2b-it,cable,round_3,0.4877577157340012,0.3748637029862678,0.4240235049965623,0.7929203539823009,0.3592233009708738,0.6651480637813212,0.5684931506849314,0.5990888382687927,0.6651480637813212
gemma-2-2b-it,scm_hill,round_1,0.1841781277104464,0.0098263000985545,0.0327567169746774,0.5626740947075209,0.1314553990610328,0.2548262548262548,0.0736434108527131,0.1853281853281853,0.2509652509652509
gemma-2-2b-it,scm_hill,round_2,0.6786755800127602,0.6506625761162047,0.664291964817832,0.9026717557251908,0.4970760233918128,0.7499999999999999,0.701208981001727,0.6793103448275862,0.7448275862068965
gemma-2-2b-it,scm_hill,round_3,0.8448623656468573,0.8926985186100721,0.8967110401370704,0.9556786703601108,0.6343612334801763,0.9436997319034852,0.9139784946236558,0.9302949061662198,0.9436997319034852
gemma-2-2b-it,vehros,round_1,0.231776251987125,0.0302844605702956,0.0345296850873424,0.5765765765765766,0.2857142857142857,0.3038674033149172,0.0944444444444444,0.2154696132596685,0.2983425414364641
gemma-2-2b-it,vehros,round_2,0.5303270550672651,0.4348575767373316,0.5124058025342452,0.8602150537634409,0.3138297872340425,0.7554076539101499,0.7078464106844741,0.735440931780366,0.7554076539101499
gemma-2-2b-it,vehros,round_3,0.6906864682999413,0.7204680975939812,0.7372166395587328,0.909456740442656,0.3956043956043956,0.8832599118942732,0.8410596026490066,0.8215859030837006,0.8832599118942732
gemma-2-2b-it,citybus,round_1,0.197423815874936,0.0155123801772913,0.0435866262500604,0.5491803278688525,0.1814159292035398,0.2700587084148728,0.0707269155206286,0.1917808219178082,0.2661448140900196
gemma-2-2b-it,citybus,round_2,0.9030602322904516,0.914822757911231,0.916708981450476,0.955922865013774,0.8247863247863247,0.9706257982120052,0.9526248399487836,0.9655172413793104,0.9706257982120052
gemma-2-2b-it,citybus,round_3,0.8664208115535242,0.9615099421197764,0.9759320932040452,0.9972677595628416,0.5309734513274337,0.9897435897435896,0.9845758354755784,0.9897435897435896,0.9897435897435896
gemma-2-2b-it,gps_imu,round_1,0.2116102733694887,0.0133152936819747,0.0294668196548585,0.6545064377682404,0.1491525423728813,0.3283132530120482,0.0815709969788519,0.1957831325301205,0.3283132530120482
gemma-2-2b-it,gps_imu,round_2,0.8688719009640755,0.8346287566989592,0.8352697774733183,0.945054945054945,0.8605341246290801,0.9340866290018832,0.9264150943396224,0.9096045197740114,0.9340866290018832
gemma-2-2b-it,gps_imu,round_3,0.8769671759173943,0.8378144583860923,0.840083899744547,0.9638989169675092,0.8660714285714286,0.9,0.8775510204081632,0.8796296296296297,0.9
gemma-2-2b-it,beam,round_1,0.2389676568656787,0.0221206428013131,0.0392809323995633,0.6811989100817438,0.2132701421800948,0.2366412213740458,0.0689655172413793,0.1755725190839694,0.2366412213740458
gemma-2-2b-it,beam,round_2,0.506879368563419,0.3808839605836338,0.4329810591730026,0.8102189781021898,0.4034334763948498,0.7794561933534743,0.6848484848484848,0.6918429003021147,0.7794561933534743
gemma-2-2b-it,beam,round_3,0.8878819894049061,0.9118160012953678,0.914691061255493,0.9485981308411215,0.7764227642276422,0.9528535980148884,0.9378109452736318,0.9379652605459056,0.9528535980148884
