Test Model,System,Round,Score Document,Score Reference,Score Reference Document
llama3.1-8b-lora1,scm,first,79,63,19
llama3.1-8b-lora1,scm,second,75,61,32
llama3.1-8b-lora1,scm,third,43,38,22
llama3.1-8b-lora1,citybus,first,5,23,44
llama3.1-8b-lora1,citybus,second,56,44,18
llama3.1-8b-lora1,citybus,third,76,93,63
llama3.1-8b-lora1,gps_imu,first,14,11,19
llama3.1-8b-lora1,gps_imu,second,63,70,77
llama3.1-8b-lora1,gps_imu,third,76,92,54
llama3.1-8b-lora1,rotor,first,9,57,0
llama3.1-8b-lora1,rotor,second,52,75,64
llama3.1-8b-lora1,rotor,third,55,55,52
llama3.1-8b-lora1,rigid_multipatches,first,11,42,11
llama3.1-8b-lora1,rigid_multipatches,second,42,62,25
llama3.1-8b-lora1,rigid_multipatches,third,47,73,44
llama3.1-8b-lora1,cable,first,12,60,60
llama3.1-8b-lora1,cable,second,16,33,52
llama3.1-8b-lora1,cable,third,0,59,5
llama3.1-8b-lora1,sensros,first,12,59,52
llama3.1-8b-lora1,sensros,second,60,47,49
llama3.1-8b-lora1,sensros,third,58,100,55
llama3.1-8b-lora1,scm_hill,first,52,34,19
llama3.1-8b-lora1,scm_hill,second,38,64,37
llama3.1-8b-lora1,scm_hill,third,64,72,30
llama3.1-8b-lora1,veh_app,first,67,37,50
llama3.1-8b-lora1,veh_app,second,6,67,59
llama3.1-8b-lora1,veh_app,third,60,65,31
llama3.1-8b-lora1,gear,first,25,54,52
llama3.1-8b-lora1,gear,second,96,92,75
llama3.1-8b-lora1,gear,third,0,55,32
llama3.1-8b-lora1,art,first,32,57,9
llama3.1-8b-lora1,art,second,22,100,18
llama3.1-8b-lora1,art,third,93,98,20
llama3.1-8b-lora1,man,first,20,68,49
llama3.1-8b-lora1,man,second,79,70,60
llama3.1-8b-lora1,man,third,78,39,17
llama3.1-8b-lora1,curiosity,first,58,65,45
llama3.1-8b-lora1,curiosity,second,10,62,40
llama3.1-8b-lora1,curiosity,third,75,73,19
llama3.1-8b-lora1,vehros,first,12,52,55
llama3.1-8b-lora1,vehros,second,53,47,59
llama3.1-8b-lora1,vehros,third,35,21,42
llama3.1-8b-lora1,uazbus,first,36,60,54
llama3.1-8b-lora1,uazbus,second,53,100,22
llama3.1-8b-lora1,uazbus,third,53,50,2
llama3.1-8b-lora1,handler,first,35,64,42
llama3.1-8b-lora1,handler,second,61,85,58
llama3.1-8b-lora1,handler,third,75,56,48
llama3.1-8b-lora1,beam,first,9,55,24
llama3.1-8b-lora1,beam,second,27,65,53
llama3.1-8b-lora1,beam,third,50,35,12
llama3.1-8b-lora1,particles,first,3,2,7
llama3.1-8b-lora1,particles,second,6,28,29
llama3.1-8b-lora1,particles,third,19,63,53
llama3.1-8b-lora1,m113,first,40,10,25
llama3.1-8b-lora1,m113,second,74,64,59
llama3.1-8b-lora1,m113,third,79,80,62
llama3.1-8b-lora1,sedan,first,14,42,49
llama3.1-8b-lora1,sedan,second,21,27,46
llama3.1-8b-lora1,sedan,third,45,21,67
llama3.1-8b-lora1,viper,first,52,39,27
llama3.1-8b-lora1,viper,second,60,99,86
llama3.1-8b-lora1,viper,third,29,71,69
llama3.1-8b-lora1,lidar,first,15,13,25
llama3.1-8b-lora1,lidar,second,36,9,67
llama3.1-8b-lora1,lidar,third,46,0,0
llama3.1-8b-lora1,rigid_highway,first,48,57,51
llama3.1-8b-lora1,rigid_highway,second,18,23,64
llama3.1-8b-lora1,rigid_highway,third,61,40,20
llama3.1-8b-lora1,pendulum,first,0,28,52
llama3.1-8b-lora1,pendulum,second,54,62,82
llama3.1-8b-lora1,pendulum,third,55,5,63
llama3.1-8b-lora1,hmmwv,first,23,32,14
llama3.1-8b-lora1,hmmwv,second,9,38,60
llama3.1-8b-lora1,hmmwv,third,70,83,7
llama3.1-8b-lora1,turtlebot,first,67,68,17
llama3.1-8b-lora1,turtlebot,second,30,65,45
llama3.1-8b-lora1,turtlebot,third,15,53,69
llama3.1-8b-lora1,mass_spring_damper,first,43,53,52
llama3.1-8b-lora1,mass_spring_damper,second,48,56,78
llama3.1-8b-lora1,mass_spring_damper,third,43,65,55
llama3.1-8b-lora1,tablecloth,first,15,0,0
llama3.1-8b-lora1,tablecloth,second,22,76,59
llama3.1-8b-lora1,tablecloth,third,35,36,35
llama3.1-8b-lora1,kraz,first,60,43,0
llama3.1-8b-lora1,kraz,second,60,68,65
llama3.1-8b-lora1,kraz,third,32,52,17
llama3.1-8b-lora1,camera,first,2,48,48
llama3.1-8b-lora1,camera,second,12,30,31
llama3.1-8b-lora1,camera,third,79,88,37
llama3.1-8b-lora1,buckling,first,49,51,51
llama3.1-8b-lora1,buckling,second,16,33,73
llama3.1-8b-lora1,buckling,third,79,67,9
llama3.1-8b-lora1,gator,first,83,71,12
llama3.1-8b-lora1,gator,second,47,10,16
llama3.1-8b-lora1,gator,third,58,78,32
llama3.1-8b-lora1,slider_crank,first,15,51,48
llama3.1-8b-lora1,slider_crank,second,81,98,0
llama3.1-8b-lora1,slider_crank,third,45,85,66
llama3.1-8b-lora1,feda,first,0,59,15
llama3.1-8b-lora1,feda,second,25,83,7
llama3.1-8b-lora1,feda,third,60,59,17
