Test Model,System,Round,Score Document,Score Reference,Score Reference Document
llama-3.1-405b-instruct,scm,first,10,51,36
llama-3.1-405b-instruct,scm,second,22,24,77
llama-3.1-405b-instruct,scm,third,63,48,39
llama-3.1-405b-instruct,citybus,first,20,8,9
llama-3.1-405b-instruct,citybus,second,75,62,44
llama-3.1-405b-instruct,citybus,third,60,98,22
llama-3.1-405b-instruct,gps_imu,first,24,11,54
llama-3.1-405b-instruct,gps_imu,second,80,97,56
llama-3.1-405b-instruct,gps_imu,third,76,91,61
llama-3.1-405b-instruct,rotor,first,30,34,12
llama-3.1-405b-instruct,rotor,second,33,37,98
llama-3.1-405b-instruct,rotor,third,17,83,75
llama-3.1-405b-instruct,rigid_multipatches,first,43,9,10
llama-3.1-405b-instruct,rigid_multipatches,second,0,65,50
llama-3.1-405b-instruct,rigid_multipatches,third,0,92,52
llama-3.1-405b-instruct,cable,first,46,56,54
llama-3.1-405b-instruct,cable,second,25,95,100
llama-3.1-405b-instruct,cable,third,66,52,38
llama-3.1-405b-instruct,sensros,first,12,0,34
llama-3.1-405b-instruct,sensros,second,44,67,57
llama-3.1-405b-instruct,sensros,third,62,65,50
llama-3.1-405b-instruct,scm_hill,first,34,40,54
llama-3.1-405b-instruct,scm_hill,second,75,68,26
llama-3.1-405b-instruct,scm_hill,third,56,60,64
llama-3.1-405b-instruct,veh_app,first,27,0,42
llama-3.1-405b-instruct,veh_app,second,64,35,12
llama-3.1-405b-instruct,veh_app,third,40,73,57
llama-3.1-405b-instruct,gear,first,37,52,65
llama-3.1-405b-instruct,gear,second,73,29,20
llama-3.1-405b-instruct,gear,third,63,91,72
llama-3.1-405b-instruct,art,first,37,39,4
llama-3.1-405b-instruct,art,second,16,40,55
llama-3.1-405b-instruct,art,third,73,39,74
llama-3.1-405b-instruct,man,first,0,0,30
llama-3.1-405b-instruct,man,second,32,81,53
llama-3.1-405b-instruct,man,third,36,82,22
llama-3.1-405b-instruct,curiosity,first,25,25,0
llama-3.1-405b-instruct,curiosity,second,28,75,72
llama-3.1-405b-instruct,curiosity,third,73,63,54
llama-3.1-405b-instruct,vehros,first,16,31,51
llama-3.1-405b-instruct,vehros,second,74,70,61
llama-3.1-405b-instruct,vehros,third,58,72,44
llama-3.1-405b-instruct,uazbus,first,42,62,0
llama-3.1-405b-instruct,uazbus,second,21,45,83
llama-3.1-405b-instruct,uazbus,third,68,59,53
llama-3.1-405b-instruct,handler,first,2,60,18
llama-3.1-405b-instruct,handler,second,18,40,74
llama-3.1-405b-instruct,handler,third,47,62,31
llama-3.1-405b-instruct,beam,first,35,43,54
llama-3.1-405b-instruct,beam,second,15,91,85
llama-3.1-405b-instruct,beam,third,63,64,8
llama-3.1-405b-instruct,particles,first,48,42,14
llama-3.1-405b-instruct,particles,second,80,25,80
llama-3.1-405b-instruct,particles,third,72,77,54
llama-3.1-405b-instruct,m113,first,43,54,24
llama-3.1-405b-instruct,m113,second,60,63,57
llama-3.1-405b-instruct,m113,third,55,77,54
llama-3.1-405b-instruct,sedan,first,20,15,10
llama-3.1-405b-instruct,sedan,second,32,70,60
llama-3.1-405b-instruct,sedan,third,23,52,43
llama-3.1-405b-instruct,viper,first,17,18,54
llama-3.1-405b-instruct,viper,second,42,100,60
llama-3.1-405b-instruct,viper,third,23,74,64
llama-3.1-405b-instruct,lidar,first,35,22,22
llama-3.1-405b-instruct,lidar,second,0,72,65
llama-3.1-405b-instruct,lidar,third,19,32,6
llama-3.1-405b-instruct,rigid_highway,first,27,16,14
llama-3.1-405b-instruct,rigid_highway,second,10,81,68
llama-3.1-405b-instruct,rigid_highway,third,68,35,100
llama-3.1-405b-instruct,pendulum,first,9,23,22
llama-3.1-405b-instruct,pendulum,second,9,25,0
llama-3.1-405b-instruct,pendulum,third,90,82,66
llama-3.1-405b-instruct,hmmwv,first,7,58,22
llama-3.1-405b-instruct,hmmwv,second,47,67,54
llama-3.1-405b-instruct,hmmwv,third,79,65,54
llama-3.1-405b-instruct,turtlebot,first,70,57,16
llama-3.1-405b-instruct,turtlebot,second,58,67,62
llama-3.1-405b-instruct,turtlebot,third,71,40,20
llama-3.1-405b-instruct,mass_spring_damper,first,63,49,37
llama-3.1-405b-instruct,mass_spring_damper,second,63,33,73
llama-3.1-405b-instruct,mass_spring_damper,third,21,22,83
llama-3.1-405b-instruct,tablecloth,first,43,14,34
llama-3.1-405b-instruct,tablecloth,second,38,90,64
llama-3.1-405b-instruct,tablecloth,third,13,23,0
llama-3.1-405b-instruct,kraz,first,88,30,26
llama-3.1-405b-instruct,kraz,second,26,5,42
llama-3.1-405b-instruct,kraz,third,63,15,21
llama-3.1-405b-instruct,camera,first,63,30,13
llama-3.1-405b-instruct,camera,second,45,60,72
llama-3.1-405b-instruct,camera,third,37,66,59
llama-3.1-405b-instruct,buckling,first,35,54,56
llama-3.1-405b-instruct,buckling,second,60,50,82
llama-3.1-405b-instruct,buckling,third,55,39,62
llama-3.1-405b-instruct,gator,first,23,42,15
llama-3.1-405b-instruct,gator,second,73,60,91
llama-3.1-405b-instruct,gator,third,55,30,15
llama-3.1-405b-instruct,slider_crank,first,95,65,55
llama-3.1-405b-instruct,slider_crank,second,2,60,68
llama-3.1-405b-instruct,slider_crank,third,16,81,43
llama-3.1-405b-instruct,feda,first,19,0,10
llama-3.1-405b-instruct,feda,second,55,23,56
llama-3.1-405b-instruct,feda,third,77,66,79
